Pokemon,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Mew,60,10,10,10,10,10,Psychic,,Psychic,Aura Sphere,Metronome,Small,Light,Flight,Intelligence,Invisibility,Mind Lock,Stealth,Telekinetic,Telepath,Amnesia,Barrier,Nasty Plot,Synchronize,,,,Any,,,,,,,,,,,Forest,Mountains,Rainforests,,,Omnivore,Beings of Nature / Oddities,,,,,100,,,,Enigma Transformation,,,,,,,,
Mewtwo,66,12,9,15,9,13,Psychic,,Confusion,Psychic,Recover,Large,Heavy,Flight,,,,,,,Amnesia,Barrier,Nasty Plot,Pressure,Steadfast,,,Psychic,Bruiser,Elemental Attacks,Energy Blast,,,,,,,,Cave,Urban Abandoned,,,,Omnivore,Man-made Legendary,,,,,330,,,,Psystrike,Mind-reading Disable,,,Force Field,Mindslaver,,Mewtwoite,Psycho Rage
Mega Mewtwo X,66,19,10,15,10,13,Psychic,Fighting,Confusion,Psychic,Recover,Large,Heavy,Flight,,,,,,,Amnesia,Barrier,Nasty Plot,Pressure,Steadfast,,,Psychic,Bruiser,Elemental Attacks,Energy Blast,,,,,,,,Cave,Urban Abandoned,,,,Omnivore,Man-made Legendary,Mewtwo,Mega,,,330,Zen Headbutt,Drain Punch,Triple Kick,Psystrike,Mind-reading Disable,,,Force Field,Mindslaver,,Mewtwoite,Psycho Rage
Mega Mewtwo Y,66,15,7,19,12,14,Psychic,,Confusion,Psychic,Recover,Large,Heavy,Flight,,,,,,,Amnesia,Barrier,Nasty Plot,Pressure,Steadfast,,,Psychic,Bruiser,Elemental Attacks,Energy Blast,,,,,,,,Cave,Urban Abandoned,,,,Omnivore,Man-made Legendary,Mewtwo,Mega,,,330,Mirror Coat,Hyper Blast,Extreme Speed,Psystrike,Mind-reading Disable,,,Force Field,Mindslaver,,Mewtwoite,Psycho Rage
Nihilego,66,5,5,13,13,10,Rock,Poison,Clear Smog,Psybeam,Power Gem,Medium,Medium,Flight,,,,,,,Tickle,,,,,,,Electric,Poison,Psychic,Rock,Parasitic,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,66,Venom Drench,Head Smash,,,,,,Beast Boost,,,,
Buzzwole,66,14,14,5,5,8,Bug,Fighting,Power-Up Punch,Taunt,Lunge,Large,Superweight,Flight,Strength,,,,,,Bulk Up,Harden,Focus Energy,,,,,Bug,Fighting,Martial (No Kicks),Parasitic,Winged,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,66,Dynamic Punch,Counter,,,,,,Beast Boost,,,,
Pheromosa,42,14,4,14,4,15,Bug,Fighting,Silver Wind,Bounce,Triple Kick,Large,Medium,Flight,Strength,,,,,,Agility,Leer,,,,,,Bug,Fighting,Lepidopteran,Martial (No Punches),Winged,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,42,Bug Buzz,High Jump Kick,,,,,,Beast Boost,,,,
Xurkitree,48,9,7,17,7,8,Electric,,Signal Beam,Thunderbolt,Hypnosis,Large,Superweight,Flight,Zapper,,,,,,Eerie Impulse,Tail Glow,,,,,,Electric,Energy Blast,Parasitic,,,,,,,,,Foreign Dimension,,,,,Ergovore,Ultrabeast,,,,,48,Power Whip,Zap Cannon,,,,,,Beast Boost,,,,
Celesteela,60,10,10,10,10,6,Steel,Flying,Smack Down,Mega Drain,Flash Cannon,Gigantic,Superweight,Flight,,,,,,,Autotomize,Iron Defense,Metal Sound,,,,,Flying,Grass,Steel,Stampeding,,,,,,,,Foreign Dimension,,,,,Terravore,Ultrabeast,,,,,60,Seed Bomb,Heavy Slam,,,,,,Beast Boost,,,,
Kartana,36,18,13,6,3,11,Grass,Steel,Sacred Sword,Leaf Blade,X-Scissor,Tiny,Featherweight,Flight,,,,,,,Swords Dance,,,,,,,Blades/Claws,,,,,,,,,,,Foreign Dimension,,,,,Herbivore,Ultrabeast,,,,,36,Air Slash,Psycho Cut,,,,,,Beast Boost,,,,
Guzzlord,132,10,5,10,5,4,Dark,Dragon,Stomping Tantrum,Crunch,Thrash,Gigantic,Superweight,Sinker,Strength,,,,,,,,,,,,,Dark,Dragon,Poison,Glutton,Stampeding,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,132,Heavy Slam,Dragon Rush,,,,,,Beast Boost,,,,
Stakataka,36,13,21,5,10,13,Rock,Steel,Protect,Rock Blast,Rock Slide,Huge,Superweight,Modular,Sinker,Strength,,,,,Autotomize,Iron Defense,,,,,,Steel,Rock,Magnetism,Stampeding,,,,,,,,Foreign Dimension,,,,,Terravore,Ultrabeast,,,,,36,Stealth Rock,Iron Head,,,,,,Beast Boost,,,,
Blacephalon,30,13,5,15,8,10,Fire,Ghost,Ember,Astonish,Light Screen,Large,Medium,Firestarter,,,,,,,Calm Mind,,,,,,,Fire,Ghost,Psychic,Weird,,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,30,Shadow Ball,,,Mind Blown,,,,Beast Boost,,,,
Poipole,42,7,7,7,7,7,Poison,,Peck,Acid Spray,Poison Jab,Small,Light,Flight,,,,,,,Growl,Nasty Plot,,,,,,Dragon,Poison,Prickly,,,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,42,,,,,,,,Beast Boost,,,,
Naganadel,42,7,7,13,7,12,Poison,Dragon,Air Cutter,Fell Stinger,Dragon Pulse,Huge,Heavy,Flight,,,,,,,Growl,Nasty Plot,,,,,,Dragon,Poison,Prickly,Winged,,,,,,,,Foreign Dimension,,,,,Omnivore,Ultrabeast,,,,,42,Toxic,,,,,,,Beast Boost,,,,
Articuno,54,9,10,10,13,9,Ice,Flying,Ice Beam,Blizzard,Hurricane,Large,Medium,Flight,Freezer,Guster,,,,,Agility,Pressure,Snow Cloak,,,,,Flying,Ice,Avian,Winged,,,,,,,,Tundra,,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Sheer Cold,Roost,,,,,,Birds of Legend,,,,
Articuno (Remote Isles),54,9,9,13,10,10,Psychic,Flying,Confusion,Hypnosis,Hurricane,Large,Medium,Flight,Guster,Telekinetic,,,,,Agility,Competitive,Pressure,,,,,Flying,Psychic,Avian,Blades/Claws,Winged,Ice,,,,,,Tundra,,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Recover,,,Freezing Glare,,,,Birds of Legend,,,,
Zapdos,54,9,9,13,9,10,Electric,Flying,Drill Peck,Thunderbolt,Thunder,Large,Medium,Flight,Guster,Zapper,,,,,Agility,Pressure,Static,,,,,Electric,Flying,Avian,Winged,,,,,,,,Mountains,Urban Plants,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Zap Cannon,Roost,,,,,,Birds of Legend,,,,
Zapdos (Remote Isles),54,13,9,9,9,10,Fighting,Flying,Drill Peck,Detect,Brick Break,Large,Medium,Flight,,,,,,,Agility,Defiant,Pressure,,,,,Electric,Fighting,Flying,Martial (Kicks),Avian,Winged,,,,,,Mountains,Urban Plants,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Close Combat,,,Thunderous Kick,,,,Birds of Legend,,,,
Moltres,54,10,9,13,9,9,Fire,Flying,Fire Spin,Flamethrower,Heat Wave,Large,Medium,Firestarter,Flight,Guster,,,,,Agility,Flame Body,Pressure,,,,,Fire,Flying,Avian,Winged,,,,,,,,Cave,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Burn Up,Roost,,,,,,Birds of Legend,,,,
Moltres (Remote Isles),54,9,9,10,13,9,Dark,Flying,Sucker Punch,Air Slash,Hurricane,Large,Medium,Flight,Guster,,,,,,Agility,Nasty Plot,Berserk,Pressure,,,,Dark,Fire,Flying,Avian,Winged,,,,,,,Cave,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Endure,,,Fiery Wrath,,,,Birds of Legend,,,,
Raikou,54,9,8,12,10,12,Electric,,Roar,Thunder Fang,Crunch,Large,Heavy,Strength,Zapper,,,,,,Calm Mind,Leer,Inner Focus,Pressure,Volt Absorb,,,Electric,Blades/Claws,Fangs,Weather,,,,,,,,Grasslands,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Rain Dance,Thunder,,,,,,Legendary Sprint,,,,
Entei,72,12,9,9,8,10,Fire,,Roar,Fire Fang,Flamethrower,Large,Superweight,Firestarter,Strength,,,,,,Calm Mind,Leer,Flash Fire,Inner Focus,Pressure,,,Fire,Blades/Claws,Fangs,Weather,,,,,,,,Cave,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,144,Fire Blast,Eruption,,,,,,Legendary Sprint,,,,
Suicune,60,8,12,9,12,9,Water,,Ice Fang,Bubble Beam,Aurora Beam,Large,Superweight,Fountain,Strength,,,,,,Calm Mind,Leer,Inner Focus,Pressure,Water Absorb,,,Ice,Water,Blades/Claws,Fangs,Weather,,,,,,,Forest,Grasslands,,,,Omnivore,Beings of Nature / Oddities,,,,,120,Hydro Pump,Rain Dance,,,,,,Legendary Sprint,,,,
Tapu Koko,42,12,9,10,8,13,Electric,Fairy,Thunder Shock,Spark,Wild Charge,Medium,Medium,Flight,Strength,Zapper,,,,,Agility,Screech,Withdraw,Electric Surge,Telepathy,,,Electric,Fairy,Avian,Martial,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,84,Electric Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Tapu Lele,42,9,8,13,12,10,Psychic,Fairy,Confusion,Draining Kiss,Moonblast,Medium,Medium,Flight,Strength,Telekinetic,,,,,Tickle,Withdraw,Psychic Surge,Telepathy,,,,Fairy,Psychic,Lepidopteran,Weird,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,84,Psychic Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Tapu Bulu,42,13,12,9,10,8,Grass,Fairy,Zen Headbutt,Horn Leech,Megahorn,Large,Medium,Flight,Sprouter,Strength,,,,,Scary Face,Withdraw,Grassy Surge,Telepathy,,,,Fairy,Grass,Horned,Martial,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,84,Grassy Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Tapu Fini,42,8,12,10,13,9,Water,Fairy,Water Gun,Aqua Ring,Muddy Water,Medium,Medium,Flight,Fountain,Gilled,Strength,Swimmer,,,Withdraw,Misty Surge,Telepathy,,,,,Fairy,Water,Healer,Piscian,,,,,,,,Forest,Mountains,Urban Temple or Shrine,,,Herbivore,Beings of Nature / Oddities,,,,,84,Misty Terrain,,,Nature’s Madness,,,,Guardian Deity,Guardian Sync,,,
Cobalion,54,9,13,9,7,11,Steel,Fighting,Double Kick,Metal Claw,Iron Head,Large,Superweight,Strength,Telepath,,,,,,Swords Dance,Work Up,Justified,,,,,Fighting,Steel,Blades/Claws,Stampeding,,,,,,,,Cave,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,,,,,108,Sacred Sword,Close Combat,,,,,,Swords of Justice,,,,
Terrakion,54,13,9,7,9,11,Rock,Fighting,Double Kick,Smack Down,Stone Edge,Large,Superweight,Strength,Telepath,,,,,,Swords Dance,Work Up,Justified,,,,,Fighting,Rock,Blades/Claws,Stampeding,,,,,,,,Cave,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,,,,,108,Sacred Sword,Close Combat,,,,,,Swords of Justice,,,,
Virizion,54,9,7,9,13,11,Grass,Fighting,Double Kick,Giga Drain,Leaf Blade,Large,Superweight,Strength,Telepath,,,,,,Swords Dance,Work Up,Justified,,,,,Fighting,Grass,Blades/Claws,Stampeding,,,,,,,,Cave,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,,,,,108,Sacred Sword,Close Combat,,,,,,Swords of Justice,,,,
Keldeo,54,7,9,13,9,11,Water,Fighting,Double Kick,Aqua Jet,Bubble Beam,Large,Medium,Strength,Telepath,,,,,,Swords Dance,Work Up,Justified,,,,,Fighting,Water,Blades/Claws,Stampeding,,,,,,,,Cave,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,,,,,108,Sacred Sword,Close Combat,,,,,,Swords of Justice,,,,
Tornadus (Incarnate),48,12,7,13,8,11,Flying,,Air Slash,Dark Pulse,Revenge,Huge,Medium,Flight,Freezer,Guster,,,,,Agility,Defiant,Prankster,Regenerator,,,,Flying,Elemental Attacks EI,Weather,,,,,,,,,Mountains,,,,,Omnivore,Beings of Nature / Oddities,,,,,96,Thrash,Hurricane,,,,,,Force of Nature,,,,
Tornadus (Therian),48,10,8,11,9,12,Flying,,Air Slash,Dark Pulse,Revenge,Huge,Medium,Flight,Freezer,Guster,,,,,Agility,Defiant,Prankster,Regenerator,,,,Flying,Elemental Attacks EI,Weather,,,,,,,,,Mountains,,,,,Omnivore,Beings of Nature / Oddities,,,,,96,Thrash,Hurricane,,,,,,Force of Nature,,,,
Thundurus (Incarnate),48,12,7,13,8,11,Electric,Flying,Shock Wave,Dark Pulse,Revenge,Huge,Medium,Flight,Guster,Zapper,,,,,Agility,Nasty Plot,Defiant,Prankster,Volt Absorb,,,Electric,Fighting,Weather,,,,,,,,,Mountains,,,,,Omnivore,Beings of Nature / Oddities,,,,,96,Thrash,Thunder,,,,,,Force of Nature,,,,
Thundurus (Therian),48,11,7,15,8,10,Electric,Flying,Shock Wave,Dark Pulse,Revenge,Huge,Medium,Flight,Guster,Zapper,,,,,Agility,Nasty Plot,Defiant,Prankster,Volt Absorb,,,Electric,Fighting,Weather,,,,,,,,,Mountains,,,,,Omnivore,Beings of Nature / Oddities,,,,,96,Thrash,Thunder,,,,,,Force of Nature,,,,
Landorus (Incarnate),54,13,9,12,8,10,Ground,Flying,Extrasensory,Rock Slide,Earthquake,Huge,Medium,Flight,Groundshaper,Guster,,,,,Intimidate,Swords Dance,Sand Force,Sheer Force,,,,Ground,Psychic,Stampeding,Weather,,,,,,,,Mountains,,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Stone Edge,Outrage,,,,,,Force of Nature,,,,
Landorus (Therian),54,15,9,11,8,9,Ground,Flying,Extrasensory,Rock Slide,Earthquake,Huge,Medium,Flight,Groundshaper,Guster,,,,,Intimidate,Swords Dance,Sand Force,Sheer Force,,,,Ground,Psychic,Stampeding,Weather,,,,,,,,Mountains,,,,,Omnivore,Beings of Nature / Oddities,,,,,108,Stone Edge,Outrage,,,,,,Force of Nature,,,,
Latias,48,8,9,11,13,11,Dragon,Psychic,Heal Pulse,Recover,Psychic,Large,Medium,Telepath,Guster,Invisibility,Flight,,,,Agility,Dragon Dance,Charm,Levitate,,,,Psychic,Dragon,Draconian,Energy Blast,,,,,,,,Beach,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,,,,,96,Dragon Pulse,,,Mist Ball,,,,Legendary Flight,,,Latiasite,
Mega Latias,48,10,12,14,15,11,Dragon,Psychic,Heal Pulse,Recover,Psychic,Large,Medium,Telepath,Guster,Invisibility,Flight,,,,Agility,Dragon Dance,Charm,Levitate,,,,Psychic,Dragon,Draconian,Energy Blast,,,,,,,,Beach,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,Latias,Mega,,,480,Dragon Pulse,,,Mist Ball,,,,Legendary Flight,,,Latiasite,
Latios,48,9,8,13,11,11,Dragon,Psychic,Heal Pulse,Recover,Psychic,Large,Medium,Guster,Flight,Telepath,Invisibility,,,,Charm,Dragon Dance,Agility,Levitate,,,,Psychic,Dragon,Draconian,Energy Blast,,,,,,,,Beach,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,,,,,96,Dragon Pulse,,,Luster Purge,,,,Legendary Flight,,,Latiosite,
Mega Latios,48,12,10,16,12,11,Dragon,Psychic,Heal Pulse,Recover,Psychic,Large,Medium,Guster,Flight,Telepath,Invisibility,,,,Charm,Dragon Dance,Agility,Levitate,,,,Psychic,Dragon,Draconian,Energy Blast,,,,,,,,Beach,Forest,Grasslands,Mountains,,Omnivore,Beings of Nature / Oddities,Latios,Mega,,,480,Dragon Pulse,,,Luster Purge,,,,Legendary Flight,,,Latiosite,
Regirock,48,10,20,5,10,5,Rock,,Stomp,Rock Throw,Stone Edge,Huge,Superweight,Groundshaper,Strength,Zapper,Magnetic,,,,Sturdy,Iron Defense,Clear Body,,,,,Electric,Rock,Magnetism,Stampeding,,,,,,,,Cave,Mountains,,,,Ergovore,Beings of Nature / Oddities,,,,,96,Hammer Arm,Hyper Beam,,,,,,Legendary Titans,,,,
Regice,48,5,10,10,20,5,Ice,,Stomp,Icy Wind,Ice Beam,Huge,Superweight,Magnetic,Freezer,Zapper,Strength,Chilled,,,Clear Body,Ice Body,Amnesia,,,,,Electric,Ice,Magnetism,Stampeding,,,,,,,,Cave,Mountains,,,,Ergovore,Beings of Nature / Oddities,,,,,96,Hammer Arm,Hyper Beam,,,,,,Legendary Titans,,,,
Registeel,48,8,15,8,15,5,Steel,,Metal Claw,Iron Head,Flash Cannon,Huge,Superweight,Magnetic,Zapper,Strength,Groundshaper,,,,Sturdy,Amnesia,Clear Body,Iron Defense,,,,Electric,Steel,Magnetism,Stampeding,,,,,,,,Cave,Mountains,,,,Ergovore,Beings of Nature / Oddities,,,,,96,Hammer Arm,Hyper Beam,,,,,,Legendary Titans,,,,
Regieleki,48,10,5,10,5,20,Electric,,Stomp,Thunder Shock,Thunder,Huge,Superweight,Zapper,Strength,Magnetic,,,,,Sturdy,,,,,,,Electric,Magnetism,Stampeding,,,,,,,,,Cave,Mountains,,,,Ergovore,Beings of Nature / Oddities,,,,,96,Hyper Beam,,,Thunder Cage,,,,Legendary Titans,Transistor,,,
Regidrago,120,10,5,10,5,8,Dragon,,Stomp,Dragon Breath,Hammer Arm,Huge,Superweight,Strength,Magnetic,,,,,,Sturdy,Dragon Dance,,,,,,Dragon,Draconian,Magnetism,Stampeding,,,,,,,,Cave,Mountains,,,,Ergovore,Beings of Nature / Oddities,,,,,240,Hammer Arm,Hyper Beam,,Dragon Energy,,,,Legendary Titans,Dragon's Maw,,,
Regigigas,66,2,11,2,11,2,Normal,,Stomp,Confuse Ray,Dizzy Punch,Gigantic,Superweight,Groundshaper,Zapper,Magnetic,,,,,Clear Body,Iron Defense,Amnesia,,,,,Dragon,Electric,Ice,Rock,Steel,Bruiser,"Energy Blast,Stampeding",,,,,Cave,Mountains,Tundra,,,Ergovore,Beings of Nature / Oddities,,,,,1660,Heavy Slam,Giga Impact,,,,,,Monstrous Strength,Slow Start,,,
Uxie,48,8,13,8,13,10,Psychic,,Confusion,Endure,Yawn,Small,Featherweight,Telekinetic,Flight,Intelligence,Telepath,,,,Amnesia,Levitate,,,,,,Psychic,Elemental Attacks F,Elemental Attacks I,Tricky,Weird,,,,,,,Cave,Lakes,,,,Herbivore,Beings of Nature / Oddities,,,,,96,Future Sight,Extrasensory,,,,,,,,,Seal of Calamity,
Mesprit,48,11,11,11,11,8,Psychic,,Confusion,Protect,Lucky Chant,Small,Featherweight,Telekinetic,Flight,Intelligence,Telepath,,,,Levitate,Charm,,,,,,Psychic,Elemental Attacks E,Elemental Attacks I,Spellcraft,Weird,,,,,,,Cave,Lakes,,,,Herbivore,Beings of Nature / Oddities,,,,,96,Future Sight,Extrasensory,,,,,,,,,Seal of Calamity,
Azelf,48,13,7,13,7,12,Psychic,,Confusion,Detect,Uproar,Small,Featherweight,Telekinetic,Flight,Intelligence,Telepath,,,,Levitate,Nasty Plot,,,,,,Psychic,Elemental Attacks E,Elemental Attacks F,Hexwork,Weird,,,,,,,Cave,Lakes,,,,Herbivore,Beings of Nature / Oddities,,,,,96,Future Sight,Extrasensory,,,,,,,,,Seal of Calamity,
Heatran,54,9,11,13,11,6,Fire,Steel,Iron Head,Heat Wave,Stone Edge,Gigantic,Superweight,Climber,Burrow,Firestarter,Groundshaper,Heater,Sinker,Strength,Flash Fire,Leer,Scary Face,Flame Body,Metal Sound,,,Fire,Rock,Steel,Stampeding,,,,,,,,Mountains,Volcanoes,,,,Terravore,Beings of Nature / Oddities,,,,,216,Earthquake,,,Magma Storm,,,,,,,Volcanic Master,
Volcanion,48,11,12,13,9,7,Fire,Water,Water Gun,Take Down,Flamethrower,Gigantic,Superweight,Firestarter,Gilled,Reach,Strength,Sinker,Fountain,,Water Absorb,,,,,,,Fire,Steel,Water,Stampeding,,,,,,,,Cave,Mountains,,,,Omnivore / Terravore,Beings of Nature / Oddities,,,,,240,Scald,Hydro Pump,,Steam Eruption,Volcanic Devastation,,,,,,,
Lugia,66,9,13,8,14,9,Psychic,Flying,Dragon Rush,Extrasensory,Hydro Pump,Huge,Superweight,Telepath,Flight,Strength,Gilled,Guster,Intelligence,Swimmer,Pressure,Calm Mind,,,,,,Flying,Psychic,Water,Avian,Winged,,,,,,,Arctic,Ocean,,,,Omnivore,Beings of Nature / Oddities,,,,,264,Recover,,,Aeroblast,,,,Master of Birds,Guardian Multiscale,,,
Ho-oh,66,13,9,11,15,9,Fire,Flying,Extrasensory,Future Sight,Brave Bird,Huge,Superweight,Firestarter,Telepath,Strength,Intelligence,Guster,Flight,,Pressure,Regenerator,Calm Mind,,,,,Fire,Flying,Psychic,Avian,Winged,,,,,,,Forest,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,264,Recover,,,Sacred Fire,,,,Master of Beasts,,,,
Phione,48,8,8,8,8,8,Water,,Supersonic,Water Pulse,Aqua Ring,Small,Light,Gilled,Glow,Swimmer,,,,,Acid Armor,Hydration,,,,,,Water,Cutesy,Piscian,,,,,,,,,Ocean,,,,,Herbivore,Beings of Nature / Oddities,,,,,48,Dive,Rain Dance,,,,,,,,,,
Manaphy,60,10,10,10,10,10,Water,,Supersonic,Water Pulse,Aqua Ring,Small,Light,Gilled,Glow,Swimmer,,,,,Acid Armor,Hydration,,,,,,Water,Cutesy,Piscian,,,,,,,,,Ocean,,,,,Herbivore,Beings of Nature / Oddities,,,,,48,Dive,Rain Dance,,,,,,Prince of the Sea,,,,
Celebi,60,10,10,10,10,10,Psychic,Grass,Confusion,Magical Leaf,Future Sight,Small,Light,Telepath,Telekinetic,Sprouter,Invisibility,Intelligence,Flight,,Calm Mind,Natural Cure,,,,,,Grass,Psychic,Cutesy,Healer,Winged,,,,,,,Forest,Rainforests,,,,Phototroph,Beings of Nature / Oddities,,,,,180,Recover,Leaf Storm,,,,,,Guardian of the Forest,,,Time Traveller,
Jirachi,60,10,10,10,10,10,Steel,Psychic,Confusion,Psychic,Future Sight,Small,Light,Invisibility,Telepath,Telekinetic,Intelligence,Flight,,,Cosmic Power,Super Luck,,,,,,Psychic,Steel,Cutesy,Healer,,,,,,,,Cave,Forest,Mountains,Space,,Psiotroph,Beings of Nature / Oddities,,,,,365,Wish,,,Doom Desire,,,,,,,Wishmaker,
Victini,60,10,10,10,10,10,Psychic,Fire,Confusion,Flame Charge,Zen Headbutt,Small,Light,Flight,Glow,Telepath,Invisibility,Firestarter,,,Agility,Focus Energy,,,,,,Fire,Fighting,Psychic,Cutesy,Energy Blast,,,,,,,Forest,Urban Plants,,,,Ergovore / Herbivore,Beings of Nature / Oddities,,,,,140,Reversal,,,V-Create,,,,Victory Star,,,,
Marshadow,54,13,8,9,9,13,Fighting,Ghost,Drain Punch,Shadow Punch,Close Combat,Small,Medium,Phasing,Stealth,Strength,Flight,,,,Technician,,,,,,,Fighting,Ghost,Bruiser,Martial,,,,,,,,Forest,,,,,Psiotroph,Beings of Nature / Oddities,,,,,108,Sucker Punch,,,Spectral Thief,,,,,,,,
Shaymin (Land),60,10,10,10,10,10,Grass,,Magical Leaf,Air Slash,Energy Ball,Small,Light,Alluring,Telepath,Sprouter,,,,,Natural Cure,Growth,Super Luck,Defense Curl,,,,Flying,Grass,Cutesy,Healer,Winged,,,,,,,Forest,Grasslands,,,,Phototroph,Beings of Nature / Oddities,,,,,100,Synthesis,,,Seed Flare,,,,Sky Warrior,,,,
Shaymin (Sky),60,10,8,12,8,13,Grass,Flying,Magical Leaf,Air Slash,Energy Ball,Small,Light,Alluring,Telepath,Sprouter,,,,,Natural Cure,Growth,Super Luck,Defense Curl,,,,Flying,Grass,Cutesy,Healer,Winged,,,,,,,Forest,Grasslands,,,,Phototroph,Beings of Nature / Oddities,,,,,100,Synthesis,,,Seed Flare,,,,Sky Warrior,,,,
Glastrier,60,15,11,7,11,3,Ice,,Stomp,Avalanche,Icicle Crash,Huge,Superweight,Freezer,,,,,,,Focus Energy,Iron Defense,Swords Dance,,,,,Fighting,Ice,Horned,Stampeding,,,,,,,,Arctic,Tundra,,,,Herbivore,Beings of Nature / Oddities,,,,,100,Taunt,Double Edge,,,,,,Chilling Neigh,Mount,,,
Spectrier,60,7,6,14,8,13,Ghost,,Confuse Ray,Shadow Ball,Disable,Huge,Medium,Invisibility,,,,,,,Agility,Nasty Plot,,,,,,Fighting,Ghost,Stampeding,Weird,,,,,,,,Arctic,Tundra,,,,Herbivore,Beings of Nature / Oddities,,,,,100,Hex,Double Edge,,,,,,Grim Neigh,Mount,,,
Calyrex,60,8,8,8,8,8,Psychic,Grass,Life Dew,Psychic,Future Sight,Medium,Light,Mind Lock,Flight,Intelligence,Voice Box,Sprouter,Telekinetic,Telepath,Unnerve,Growth,,,,,,Grass,Psychic,Energy Blast,Healer,Pulse,,,,,,,Arctic,Tundra,,,,Herbivore,Beings of Nature / Oddities,,,,,100,Heal Pulse,Solar Beam,,,,,,Rider,,,,
Calyrex Ice Rider,60,17,15,9,13,5,Psychic,Ice,Life Dew,Psychic,Future Sight,Medium,Light,Mind Lock,Flight,Intelligence,Voice Box,Sprouter,Telekinetic,Telepath,Unnerve,Growth,,,,,,Grass,Psychic,Energy Blast,Healer,Pulse,,,,,,,Arctic,Tundra,,,,Herbivore,Beings of Nature / Oddities,,,,,100,Heal Pulse,Solar Beam,Glastrier's Moves,Glacial Lance,,,,Chilling Neigh,,,,
Calyrex Shadow Rider,60,9,8,17,10,15,Psychic,Ghost,Life Dew,Psychic,Future Sight,Medium,Light,Mind Lock,Flight,Intelligence,Voice Box,Sprouter,Telekinetic,Telepath,Unnerve,Growth,,,,,,Grass,Psychic,Energy Blast,Healer,Pulse,,,,,,,Arctic,Tundra,,,,Herbivore,Beings of Nature / Oddities,,,,,100,Heal Pulse,Solar Beam,Spectrier's Moves,Astral Barrage,,,,Grim Neigh,,,,
Meloetta (Aria),60,9,8,13,12,9,Normal,Psychic,Confusion,Psychic,Hyper Voice,Small,Light,Flight,Telepath,,,,,,Calm Mind,Super Luck,,,,,,Fighting,Psychic,Martial,Sound,,,,,,,,Forest,,,,,Herbivore,Beings of Nature / Oddities,,,,,120,Close Combat,Perish Song,,Relic Song,,,,,,,,
